epoch,loss,loss_contrastive_divergence,loss_regularization,lr-Adam,metrics_avg_fake,metrics_avg_real,step,val_contrastive_divergence,val_real_out
,,,,0.0001,,,0,,
0,-0.8130303621292114,-0.8754260540008545,0.06239568069577217,,0.09612247347831726,-0.7793035507202148,49,,
0,-4.95784854888916,-9.695249557495117,4.737401008605957,,4.776409149169922,-4.918840408325195,99,,
0,-4.980017185211182,-10.13869857788086,5.158681392669678,,5.069210052490234,-5.069488525390625,149,,
0,-4.991899013519287,-10.08045482635498,5.088555812835693,,5.043278694152832,-5.037176132202148,199,,
0,-4.9912238121032715,-9.700404167175293,4.7091803550720215,,4.865468978881836,-4.834935188293457,249,,
0,-4.995241641998291,-10.096002578735352,5.1007609367370605,,4.935344219207764,-5.16065788269043,299,,
0,-4.9978508949279785,-9.92428970336914,4.926438808441162,,4.911077976226807,-5.013211250305176,349,,
0,-4.999035358428955,-10.007038116455078,5.008002758026123,,4.969412803649902,-5.037625789642334,399,,
0,-4.99911642074585,-9.953605651855469,4.954489231109619,,5.006319999694824,-4.947286128997803,449,,
0,,,,,-0.6237155795097351,,467,4.504576683044434,-5.128292083740234
,,,,9.7e-05,,,468,,
1,-4.999364376068115,-10.048301696777344,5.0489373207092285,,5.055688858032227,-4.992612361907959,499,,
1,-4.998933792114258,-10.002416610717773,5.003482818603516,,5.061766147613525,-4.94064998626709,549,,
1,-4.998661994934082,-10.098676681518555,5.100014686584473,,5.099598407745361,-4.999077796936035,599,,
1,-4.998147487640381,-9.991195678710938,4.993048191070557,,5.081157684326172,-4.910037994384766,649,,
1,-4.997673988342285,-10.058878898620605,5.06120491027832,,5.124520778656006,-4.9343581199646,699,,
1,-4.997463703155518,-10.107288360595703,5.1098246574401855,,5.1472978591918945,-4.959990978240967,749,,
1,-4.996387481689453,-10.03573226928711,5.039344787597656,,5.1453938484191895,-4.890337944030762,799,,
1,-4.995082378387451,-9.965683937072754,4.970601558685303,,5.135489463806152,-4.830194473266602,849,,
1,-4.995601177215576,-10.087586402893066,5.09198522567749,,5.179787635803223,-4.907798767089844,899,,
1,,,,,-0.6956793665885925,,935,4.323695659637451,-5.019375324249268
,,,,9.409e-05,,,936,,
2,-4.996104717254639,-10.022814750671387,5.026710033416748,,5.147352695465088,-4.875462055206299,949,,
2,-4.996424198150635,-10.095870018005371,5.099445819854736,,5.168871879577637,-4.926998138427734,999,,
2,-4.995965480804443,-10.1952486038208,5.199283123016357,,4.998147964477539,-5.197100639343262,1049,,
2,-4.996223449707031,-10.141300201416016,5.145076751708984,,5.184841156005859,-4.956459045410156,1099,,
2,-4.996858596801758,-10.149161338806152,5.1523027420043945,,5.1700239181518555,-4.979137420654297,1149,,
2,-4.996373176574707,-10.164762496948242,5.168389320373535,,4.98081111907959,-5.1839518547058105,1199,,
2,-4.996729850769043,-10.034246444702148,5.0375165939331055,,4.895013809204102,-5.139232158660889,1249,,
2,-4.997783660888672,-9.889952659606934,4.892168998718262,,4.859992027282715,-5.029960632324219,1299,,
2,-4.997969627380371,-10.027384757995605,5.029415130615234,,4.91640567779541,-5.110979080200195,1349,,
2,-4.998459339141846,-9.936361312866211,4.937901973724365,,4.889963150024414,-5.046398162841797,1399,,
2,,,,,-0.7432684302330017,,1403,4.224658966064453,-4.9679274559021
,,,,9.12673e-05,,,1404,,
3,-4.998908519744873,-9.966376304626465,4.967467784881592,,4.915677070617676,-5.050699234008789,1449,,
3,-4.998854160308838,-9.979354858398438,4.9805006980896,,4.92570686340332,-5.053647994995117,1499,,
3,-4.99937629699707,-9.972108840942383,4.9727325439453125,,4.938296318054199,-5.033812522888184,1549,,
3,-4.999466419219971,-9.974616050720215,4.975149631500244,,4.9487762451171875,-5.025839805603027,1599,,
3,-4.99970006942749,-9.991374015808105,4.991673946380615,,4.965381145477295,-5.0259928703308105,1649,,
3,-4.999745845794678,-9.978134155273438,4.97838830947876,,4.965917587280273,-5.012216091156006,1699,,
3,-4.999786853790283,-9.96746826171875,4.967681407928467,,4.964265823364258,-5.003202438354492,1749,,
3,-4.999753475189209,-9.95958423614502,4.9598307609558105,,5.00045108795166,-4.959133148193359,1799,,
3,-4.9997358322143555,-9.939806938171387,4.940071105957031,,4.968733787536621,-4.971073150634766,1849,,
3,,,,,-0.7869777083396912,,1871,4.19816255569458,-4.985140800476074
,,,,8.8529281e-05,,,1872,,
4,-4.9998273849487305,-9.974472045898438,4.974644660949707,,4.971184730529785,-5.003287315368652,1899,,
4,-4.999738693237305,-9.970375061035156,4.970636367797852,,4.964217185974121,-5.006157875061035,1949,,
4,-4.9997758865356445,-9.976117134094238,4.976341247558594,,4.965609550476074,-5.010507583618164,1999,,
4,-4.999844551086426,-9.98231315612793,4.982468605041504,,4.975024223327637,-5.007288932800293,2049,,
4,-4.999803066253662,-9.9992094039917,4.999406337738037,,4.975346565246582,-5.023862838745117,2099,,
4,-4.9997639656066895,-9.989374160766602,4.989610195159912,,4.969422340393066,-5.019951820373535,2149,,
4,-4.9998459815979,-9.989969253540039,4.990123271942139,,4.9747490882873535,-5.015219688415527,2199,,
4,-4.999797821044922,-10.005558013916016,5.005760192871094,,4.978123188018799,-5.027435302734375,2249,,
4,-4.999847888946533,-9.987527847290039,4.987679958343506,,4.971797466278076,-5.015729904174805,2299,,
4,,,,,-0.8145987391471863,,2339,4.041957378387451,-4.856555938720703
,,,,8.587340257e-05,,,2340,,
5,-4.999675750732422,-10.025016784667969,5.025341033935547,,4.986777305603027,-5.038239479064941,2349,,
5,-4.999788284301758,-9.954595565795898,4.954807281494141,,4.980676174163818,-4.973919868469238,2399,,
5,-4.999740123748779,-9.954191207885742,4.954451084136963,,4.997899532318115,-4.956292152404785,2449,,
5,-4.999769687652588,-9.96060562133789,4.960835933685303,,4.958772659301758,-5.001832962036133,2499,,
5,-4.999798774719238,-9.974180221557617,4.974381446838379,,4.961726665496826,-5.012453556060791,2549,,
5,-4.999866962432861,-9.981283187866211,4.98141622543335,,4.972615718841553,-5.0086669921875,2599,,
